target_support,observed_target,residual
Native footprints,0.3852882385253906,-0.0420888992092448
Native footprints,0.5661277770996094,-0.243486719502595
Native footprints,0.3343322277069092,0.0348104048753762
Native footprints,0.5078656673431396,-0.1358891814064996
Native footprints,0.2162971496582031,0.1188385371608991
Native footprints,0.1466329097747802,0.2102776970228436
Native footprints,0.3476784229278564,-0.0026180071305135
Native footprints,0.361011266708374,-0.0278484951898658
Native footprints,0.1314764022827148,0.1848287377329242
Native footprints,0.4581105709075928,-0.0505877757100704
Native footprints,0.127826452255249,0.1342072288939183
Native footprints,0.1912224292755127,0.1340917172072717
Native footprints,0.6816036701202393,-0.2480283194857896
Native footprints,0.6607084274291992,-0.2101725940682278
Native footprints,0.1604282855987548,0.1324163768064766
Native footprints,0.1340034008026123,0.1782001747429201
Native footprints,0.2702512741088867,0.0846556816511613
Native footprints,0.3862850666046142,0.0465018295554041
Native footprints,0.2799992561340332,0.0808267522716789
Native footprints,0.3361246585845947,0.0147905470151219
Native footprints,0.3819417953491211,0.0435472344154012
Native footprints,0.7144577503204346,-0.2927805040806427
Native footprints,0.576059103012085,-0.0927388516298559
Native footprints,0.2047467231750488,0.2861443353089278
Native footprints,0.8434324264526367,-0.379127657760361
Native footprints,0.3418653011322021,0.0723023027359236
Native footprints,0.4639480113983154,-0.0101631161642413
Native footprints,0.4647655487060547,0.0286280183908819
Native footprints,0.0918519496917724,0.339288069239887
Native footprints,0.3553736209869385,0.0489621666248207
Native footprints,0.5037689208984375,-0.091291567843593
Native footprints,0.4360780715942383,-0.0235064868188268
Native footprints,0.4591083526611328,-0.0137089149307649
Native footprints,0.6950781345367432,-0.2474518895946054
Native footprints,0.5556495189666748,-0.1503902482236042
Native footprints,0.4103715419769287,-0.0374235981658241
Native footprints,0.4270856380462646,0.0119034046881653
Native footprints,0.3966519832611084,-0.0047240777015922
Native footprints,0.3414416313171386,0.0815044303163807
Native footprints,0.3833699226379394,-0.1102238001992188
Native footprints,0.2766757011413574,-0.0227337395544415
Native footprints,0.2806038856506347,-0.0367247491376602
Native footprints,0.3739323616027832,-0.1258338096202168
Native footprints,0.2672710418701172,-0.0305631478781269
Native footprints,0.3108901977539062,-0.0679424430272059
Native footprints,0.3352103233337402,-0.1049791116905996
Native footprints,0.4158270359039306,-0.1518772177467374
Native footprints,0.1719021797180175,0.0826106629077887
Native footprints,0.2070672512054443,0.0334305861468741
Native footprints,0.3689174652099609,-0.1232489996098016
Native footprints,0.2005581855773925,0.0634029207546602
Native footprints,0.1413137912750244,0.1200598997375158
Native footprints,0.4688661098480224,-0.2300119902620777
Native footprints,0.3054232597351074,-0.02370999539134
Native footprints,0.1813869476318359,0.0764585139005444
Native footprints,0.3376877307891845,-0.0856454954126046
